NAMESPACE       LAST SEEN   TYPE      REASON                       OBJECT                                                                        MESSAGE
observability   4m32s       Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-zpgds" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
observability   4m32s       Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-nqckd" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
observability   4m32s       Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-wh58x" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability   4m32s       Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-9ml97" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability   4m32s       Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-89zgr" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability   3s          Normal    WaitForFirstConsumer         persistentvolumeclaim/netdata-k8s-state-varlib                                waiting for first consumer to be created before binding
observability   4m32s       Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-sqjv9" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability   4m32s       Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-gd6fq" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability   4m32s       Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-8sp4z" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
observability   4m32s       Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-ls595" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
observability   4m32s       Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-jgtjg" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
messaging       60s         Warning   BackOff                      pod/akhq-5d5dd6bbdc-ddcvh                                                     Back-off restarting failed container akhq in pod akhq-5d5dd6bbdc-ddcvh_messaging(f84a6e31-9542-4ee7-9814-8985e23408ac)
observability   4m32s       Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-8lfxq" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
observability   4m31s       Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-pqtxk" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability   4m31s       Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-xmqnl" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
data            4m21s       Warning   Unhealthy                    pod/pgadmin4-7858b54bd6-jgnfr                                                 Startup probe failed: Get "http://10.1.24.62:80/misc/ping": dial tcp 10.1.24.62:80: connect: connection refused
observability   109s        Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       (combined from similar events): Error creating: pods "netdata-k8s-state-6fbcccf989-8srqc" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability   109s        Warning   FailedCreate                 daemonset/netdata-child                                                       (combined from similar events): Error creating: pods "netdata-child-p58wj" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
data            4m29s       Normal    ProvisioningSucceeded        persistentvolumeclaim/opensearch-cluster-master-opensearch-cluster-master-0   Successfully provisioned volume pvc-d917615c-b87d-4201-8dc0-bb90c3583b70
data            7s          Normal    Pulled                       pod/opensearch-cluster-master-0                                               Container image "busybox:latest" already present on machine
data            4m28s       Normal    Scheduled                    pod/opensearch-cluster-master-0                                               Successfully assigned data/opensearch-cluster-master-0 to foo
data            7s          Warning   Failed                       pod/opensearch-cluster-master-0                                               Error: container's runAsUser breaks non-root policy (pod: "opensearch-cluster-master-0_data(b22dc624-f61b-4289-b631-346215f95f0a)", container: fsgroup-volume)
observability   4m15s       Warning   Unhealthy                    pod/tempo-0                                                                   Readiness probe failed: HTTP probe failed with statuscode: 503
data            4m3s        Warning   Unhealthy                    pod/opensearch-dashboards-754576b468-52l5k                                    Startup probe failed: dial tcp 10.1.24.61:5601: connect: connection refused
observability   4m18s       Warning   Unhealthy                    pod/tempo-0                                                                   Liveness probe failed: HTTP probe failed with statuscode: 503
observability   4m5s        Warning   Unhealthy                    pod/loki-0                                                                    Readiness probe failed: HTTP probe failed with statuscode: 503
messaging       4m13s       Normal    Pulled                       pod/akhq-5d5dd6bbdc-ddcvh                                                     Successfully pulled image "tchiotludo/akhq:0.26.0" in 1.656s (1.656s including waiting). Image size: 277301883 bytes.
messaging       3m40s       Normal    Pulled                       pod/akhq-5d5dd6bbdc-ddcvh                                                     Successfully pulled image "tchiotludo/akhq:0.26.0" in 1.664s (1.664s including waiting). Image size: 277301883 bytes.
temporal        3m          Normal    Scheduled                    pod/temporal-cassandra-1                                                      Successfully assigned temporal/temporal-cassandra-1 to foo
temporal        3m          Normal    Started                      pod/temporal-cassandra-1                                                      Started container temporal-cassandra
temporal        3m          Normal    Pulled                       pod/temporal-cassandra-1                                                      Container image "cassandra:3.11.3" already present on machine
temporal        3m          Normal    SuccessfulCreate             statefulset/temporal-cassandra                                                create Pod temporal-cassandra-1 in StatefulSet temporal-cassandra successful
temporal        3m          Normal    Created                      pod/temporal-cassandra-1                                                      Created container: temporal-cassandra
temporal        2m56s       Normal    Pulled                       pod/temporal-schema-1-fnjph                                                   Container image "temporalio/admin-tools:1.28.0-tctl-1.18.2-cli-1.3.0" already present on machine
temporal        2m56s       Normal    Pulled                       pod/temporal-worker-545c9b46d5-v5mcf                                          Container image "cassandra:3.11.3" already present on machine
temporal        2m56s       Normal    Created                      pod/temporal-matching-7c94454458-dnfj2                                        Created container: check-cassandra-temporal-schema
temporal        2m56s       Normal    Created                      pod/temporal-schema-1-fnjph                                                   Created container: check-elasticsearch
temporal        2m56s       Normal    Started                      pod/temporal-schema-1-fnjph                                                   Started container check-elasticsearch
temporal        2m56s       Normal    Started                      pod/temporal-matching-7c94454458-dnfj2                                        Started container check-cassandra-temporal-schema
temporal        2m56s       Normal    Started                      pod/temporal-worker-545c9b46d5-v5mcf                                          Started container check-cassandra-temporal-schema
temporal        2m56s       Normal    Created                      pod/temporal-worker-545c9b46d5-v5mcf                                          Created container: check-cassandra-temporal-schema
temporal        2m56s       Normal    Pulled                       pod/temporal-matching-7c94454458-dnfj2                                        Container image "cassandra:3.11.3" already present on machine
temporal        2m55s       Normal    Started                      pod/temporal-frontend-7d967966d5-gdqjt                                        Started container check-cassandra-temporal-schema
temporal        2m55s       Normal    Created                      pod/temporal-frontend-7d967966d5-gdqjt                                        Created container: check-cassandra-temporal-schema
temporal        2m55s       Normal    Pulled                       pod/temporal-frontend-7d967966d5-gdqjt                                        Container image "cassandra:3.11.3" already present on machine
temporal        2m55s       Normal    Pulled                       pod/temporal-history-fbb6949b7-vptr2                                          Container image "cassandra:3.11.3" already present on machine
temporal        2m55s       Normal    Started                      pod/temporal-history-fbb6949b7-vptr2                                          Started container check-cassandra-temporal-schema
temporal        2m55s       Normal    Created                      pod/temporal-history-fbb6949b7-vptr2                                          Created container: check-cassandra-temporal-schema
messaging       2m54s       Normal    Pulled                       pod/akhq-5d5dd6bbdc-ddcvh                                                     Successfully pulled image "tchiotludo/akhq:0.26.0" in 1.629s (1.629s including waiting). Image size: 277301883 bytes.
temporal        89s         Normal    Created                      pod/temporal-cassandra-2                                                      Created container: temporal-cassandra
temporal        89s         Normal    Pulled                       pod/temporal-cassandra-2                                                      Container image "cassandra:3.11.3" already present on machine
temporal        89s         Normal    SuccessfulCreate             statefulset/temporal-cassandra                                                create Pod temporal-cassandra-2 in StatefulSet temporal-cassandra successful
temporal        89s         Normal    Scheduled                    pod/temporal-cassandra-2                                                      Successfully assigned temporal/temporal-cassandra-2 to foo
temporal        88s         Normal    Started                      pod/temporal-cassandra-2                                                      Started container temporal-cassandra
