NAMESPACE                 LAST SEEN   TYPE      REASON                       OBJECT                                                                        MESSAGE
observability             69s         Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-fj94j" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
observability             69s         Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-8sp4z" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
observability             68s         Warning   FailedCreate                 daemonset/netdata-child                                                       Error creating: pods "netdata-child-xmqnl" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
observability             68s         Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       Error creating: pods "netdata-k8s-state-6fbcccf989-pqtxk" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
data                      66s         Normal    ProvisioningSucceeded        persistentvolumeclaim/opensearch-cluster-master-opensearch-cluster-master-0   Successfully provisioned volume pvc-d917615c-b87d-4201-8dc0-bb90c3583b70
data                      58s         Warning   Unhealthy                    pod/pgadmin4-7858b54bd6-jgnfr                                                 Startup probe failed: Get "http://10.1.24.62:80/misc/ping": dial tcp 10.1.24.62:80: connect: connection refused
observability             55s         Warning   Unhealthy                    pod/tempo-0                                                                   Liveness probe failed: HTTP probe failed with statuscode: 503
observability             52s         Warning   Unhealthy                    pod/tempo-0                                                                   Readiness probe failed: HTTP probe failed with statuscode: 503
messaging                 50s         Normal    Pulled                       pod/akhq-5d5dd6bbdc-ddcvh                                                     Successfully pulled image "tchiotludo/akhq:0.26.0" in 1.656s (1.656s including waiting). Image size: 277301883 bytes.
observability             42s         Warning   Unhealthy                    pod/loki-0                                                                    Readiness probe failed: HTTP probe failed with statuscode: 503
data                      40s         Warning   Unhealthy                    pod/opensearch-dashboards-754576b468-52l5k                                    Startup probe failed: dial tcp 10.1.24.61:5601: connect: connection refused
auth                      35s         Normal    Created                      pod/keycloak-0                                                                Created container: keycloak
auth                      35s         Normal    Started                      pod/keycloak-0                                                                Started container keycloak
auth                      35s         Normal    Pulled                       pod/keycloak-0                                                                Container image "docker.io/bitnami/keycloak:26.3.2-debian-12-r0" already present on machine
observability             28s         Warning   FailedCreate                 replicaset/netdata-k8s-state-6fbcccf989                                       (combined from similar events): Error creating: pods "netdata-k8s-state-6fbcccf989-ttcw2" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), hostPath volumes (volume "os-release")
observability             28s         Warning   FailedCreate                 daemonset/netdata-child                                                       (combined from similar events): Error creating: pods "netdata-child-g9bj5" is forbidden: violates PodSecurity "baseline:latest": forbidden AppArmor profiles (container "netdata" and annotation must not set AppArmor profile type to "Unconfined", "container.apparmor.security.beta.kubernetes.io/netdata="unconfined""), non-default capabilities (container "netdata" must not include "SYS_ADMIN", "SYS_PTRACE" in securityContext.capabilities.add), host namespaces (hostNetwork=true, hostPID=true, hostIPC=true), hostPath volumes (volumes "proc", "sys", "os-release", "varlog", "persistencevarlibdir"), hostPort (container "netdata" uses hostPort 19999)
gateway                   24s         Normal    KongConfigurationSucceeded   pod/kong-kong-674bb84c8-ghrn7                                                 successfully applied Kong configuration to https://localhost:8444
messaging                 18s         Normal    Pulling                      pod/akhq-5d5dd6bbdc-ddcvh                                                     Pulling image "tchiotludo/akhq:0.26.0"
messaging                 17s         Normal    Pulled                       pod/akhq-5d5dd6bbdc-ddcvh                                                     Successfully pulled image "tchiotludo/akhq:0.26.0" in 1.664s (1.664s including waiting). Image size: 277301883 bytes.
messaging                 17s         Normal    Created                      pod/akhq-5d5dd6bbdc-ddcvh                                                     Created container: akhq
messaging                 17s         Normal    Started                      pod/akhq-5d5dd6bbdc-ddcvh                                                     Started container akhq
observability             17s         Warning   FailedCreate                 daemonset/kube-prometheus-stack-prometheus-node-exporter                      (combined from similar events): Error creating: pods "kube-prometheus-stack-prometheus-node-exporter-4vd6l" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
observability             10s         Normal    WaitForFirstConsumer         persistentvolumeclaim/netdata-k8s-state-varlib                                waiting for first consumer to be created before binding
messaging                 9s          Warning   BackOff                      pod/akhq-5d5dd6bbdc-ddcvh                                                     Back-off restarting failed container akhq in pod akhq-5d5dd6bbdc-ddcvh_messaging(f84a6e31-9542-4ee7-9814-8985e23408ac)
observability             8s          Warning   FailedCreate                 daemonset/opentelemetry-collector-agent                                       (combined from similar events): Error creating: pods "opentelemetry-collector-agent-cbsp2" is forbidden: violates PodSecurity "baseline:latest": hostPort (container "opentelemetry-collector" uses hostPorts 14250, 14268, 4317, 4318, 6831, 9411)
data                      5s          Warning   Failed                       pod/redisinsight-0                                                            Error: container has runAsNonRoot and image has non-numeric user (node), cannot verify user is non-root (pod: "redisinsight-0_data(ca7529a1-27d8-4f15-867b-2d32b7368632)", container: redisinsight)
temporal                  5s          Warning   FailedCreate                 statefulset/elasticsearch-master                                              create Pod elasticsearch-master-0 in StatefulSet elasticsearch-master failed error: pods "elasticsearch-master-0" is forbidden: violates PodSecurity "baseline:latest": privileged (container "configure-sysctl" must not set securityContext.privileged=true)
temporal                  5s          Warning   FailedCreate                 daemonset/temporal-prometheus-node-exporter                                   (combined from similar events): Error creating: pods "temporal-prometheus-node-exporter-cj5tt" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
data                      5s          Normal    Pulled                       pod/redisinsight-0                                                            Container image "redis/redisinsight:2.46" already present on machine
auth                      4s          Warning   BackOff                      pod/keycloak-0                                                                Back-off restarting failed container keycloak in pod keycloak-0_auth(95fab10a-d7ec-4863-a89c-b960437b3583)
data                      3s          Warning   Failed                       pod/opensearch-cluster-master-0                                               Error: container's runAsUser breaks non-root policy (pod: "opensearch-cluster-master-0_data(b22dc624-f61b-4289-b631-346215f95f0a)", container: fsgroup-volume)
data                      3s          Normal    Pulled                       pod/opensearch-cluster-master-0                                               Container image "busybox:latest" already present on machine
